author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
2548150465,2022-02-01 23:52:40+00:00, ,1.48866E+18,en,0,0,0,0,Twitter Web App,"@DelaKram75 I'd need to see some really extenuating circumstances to have even one family member of the pastor on the elder board.
It's good for tenure, but not accountability."
1.03682E+18,2022-02-01 23:52:37+00:00, ,1.48866E+18,en,2,0,0,2,Twitter Web App,The craven disregard for thousands of senior citizens who died in LTCs has been THE most chilling and frightening part of the pandemic. The callous disregard for elderly and disabled persons tells us that human life is not valued unless one is young and paying payroll taxes. https://t.co/Y6CEnlH6T2
109503991,2022-02-01 23:52:34+00:00, ,1.48866E+18,en,4,0,1,2,Twitter for iPhone,"@charliekirk11 Given that the blood brain barrier in children under the age of 3 (and in the elderly as well) they should never be given this drug, in my opinion. 
The spike proteins from the vaccine, have been shown to be present in the brain, where it can cause all kinds of issues."
2198817853,2022-02-01 23:52:11+00:00, ,1.48866E+18,en,1,0,0,0,Twitter Web App,"@seanonolennon You help taking care of your elderly mother, you are being responsible &amp; nobody should begrudge anyone for doing that. I certainly don't. But I respect the reasoned skepticism."
1.41507E+18,2022-02-01 23:51:54+00:00, ,1.48866E+18,en,1,0,1,0,Twitter for iPhone,"@ajlawauthor Apparently most of my books would be appropriate for 12 year olds or older…
I honestly thought I was a young adult writer."
1.16599E+18,2022-02-01 23:51:46+00:00, ,1.48866E+18,en,0,1,0,0,Twitter for Android,"*~*The Scroll and the Lamb*~*👑♥👑♥👑
*&amp; one of the elders said to me!*“Weep no more!*behold!*the Lion of the tribe of Judah!*the Root of David!*has conquered!*so that he can open the scroll*&amp;its seven seals!”👑♥👑♥👑♥👑♥👑♥👑*Revelation 5:5*🐧🐬🦉💃🏽🐕🐦🕺🐈🐄💖🐪🐐✨👉➡ https://t.co/iC2h2Z5WXX https://t.co/dhVIHpbiGo"
8.12046E+17,2022-02-01 23:51:33+00:00, ,1.48866E+18,en,0,0,0,0,Twitter for iPhone,@Dzghozt Talk about road rage. 🙈 Probably just some elderly lady who can’t see above the steering wheel. I can’t really talk though as I’m a little short myself at 5’5” 😂🤣
1.4738E+18,2022-02-01 23:51:33+00:00, ,1.48866E+18,en,0,0,0,0,Twitter Web App,Israel punishes officers in death of elderly Palestinian man https://t.co/LwUvBIfzxV via @AJEnglish QUR'AN:17:1 - 111
4331485874,2022-02-01 23:51:29+00:00, ,1.48866E+18,en,2,0,0,0,Twitter for iPad,@whaeavee Not good enough.We need to protect our elderly. This makes me very angry😡😡😡
1.46869E+18,2022-02-01 23:51:29+00:00, ,1.48866E+18,en,1,0,0,0,Twitter Web App,@GlobalCitizensU All one has to do is read some secret society literature to be black pilled. I suggest people look into the protocols of the Learned Elders of Zion.
1.14513E+18,2022-02-01 23:51:16+00:00, ,1.48866E+18,en,0,0,0,0,Twitter Web App,". ITS GLOOMDALE.

Not Bloomdale.

Another disgusting ugly crowd of ugly obese ppl n ugly elderly ppl in swarms.

#ChangeIsCallingStrong"
363785838,2022-02-01 23:51:09+00:00, ,1.48866E+18,en,24,0,11,0,Twitter for iPhone,T3 today. An elderly Chinese woman. Gave me this as a tip! This job! 😂 https://t.co/8zDSzIVJ1U
1.16599E+18,2022-02-01 23:51:06+00:00, ,1.48866E+18,en,0,1,0,0,Twitter for Android,"*~*The Scroll and the Lamb*~*👑♥👑♥👑
*&amp; one of the elders said to me!*“Weep no more!*behold!*the Lion of the tribe of Judah!*the Root of David!*has conquered!*so that he can open the scroll*&amp;its seven seals!”👑♥👑♥👑♥👑♥👑♥👑*Revelation 5:5*🐧🐬🦉💃🏽🐕🐦🕺🐈🐄💖🐪🐐✨👉➡ https://t.co/Dk9zg6zNge https://t.co/kX0cAWHbc7"
1.32203E+18,2022-02-01 23:51:03+00:00, ,1.48866E+18,en,0,0,0,0,Twitter for Android,@DEXB0T @CallofDuty Call of Duty: Finest Hour yes I am officially a CoD elder 👨‍🦳
176550267,2022-02-01 23:51:01+00:00, ,1.48866E+18,en,0,0,0,0,Twitter for Android,@paulsrkendal @CNN Only when mass shootings happen in venues where only the middle aged and elderly congregate.  They control everything and don't care about children.
459231832,2022-02-01 23:51:01+00:00, ,1.48866E+18,en,3,0,0,0,Twitter for iPhone,"@stephen_b_ellen @Ibu_Ala_Ina98 @SusanSarandon @POTUS Simpin for an elderly rich guy, you might as well be Anna Nicole bruh"
1.22579E+18,2022-02-01 23:50:52+00:00, ,1.48866E+18,en,1,0,1,0,Twitter for iPhone,@tardonkieart Yeah! Want me to send their info your way?? I’ve gotten one from a diffrent elder BUT I’m the others are from her. She’s got great work and shipping is unbelievably fast
226071652,2022-02-01 23:50:49+00:00, ,1.48866E+18,en,0,0,1,0,Twitter for iPhone,"@lifeofmoe93 @_sarahdavies @cedarsjwsurvey He’s lying to contributors??? How?? Lmao he is married to them why the fuck do the contributors care about his personal sex life? 

Dude you’re pathetic and it’s insane that you’re trying to monitor him as if you were his elder hahahahha"
1.29908E+18,2022-02-01 23:50:38+00:00, ,1.48866E+18,en,0,0,0,0,Twitter for Android,"The LA Times (that used to be a good paper) is in the pocket of the corrupt CA George Soros funded Democratic party. All you have to do is read the ""black face of white supremacy""articles they published to smear Larry Elder and keep Gavin Newsom in office during the recall. https://t.co/3c0uGDRGDb"
26024547,2022-02-01 23:50:33+00:00, ,1.48866E+18,en,4,0,0,2,Twitter for Android,"Make sure you speak to your elders. They been here before you. They have stories, wisdom, lessons, gems and guidance. No one is too big and bad in their generation. We only here for a moment."
1.26368E+18,2022-02-01 23:50:30+00:00, ,1.48866E+18,en,0,0,0,0,Radio.co now playing,"Now playing: Elder Randall Ogans Sr. &amp; Dorian Ogans - Pass Me Not
Keep it tuned to Spin Awards Radio!
https://t.co/CqlfHKn8Hg"
1.48069E+18,2022-02-01 23:50:27+00:00, ,1.48866E+18,en,0,0,0,0,WordPress.com,Tim Taylor Quotes From House Growth That Have not Elderly Smartly https://t.co/HNMdfsVlUW
1.16599E+18,2022-02-01 23:50:24+00:00, ,1.48866E+18,en,2,1,0,0,Twitter for Android,"*~*The Scroll and the Lamb*~*👑♥👑♥👑
*&amp; one of the elders said to me!*“Weep no more!*behold!*the Lion of the tribe of Judah!*the Root of David!*has conquered!*so that he can open the scroll*&amp;its seven seals!”👑♥👑♥👑♥👑♥👑♥👑*Revelation 5:5*🐧🐬🦉💃🏽🐕🐦🕺🐈🐄💖🐪🐐✨👉➡ https://t.co/9vBFbA0UKY https://t.co/EuRtadZJ8s"
11385712,2022-02-01 23:50:23+00:00, ,1.48866E+18,en,0,0,0,0,Twitter for iPhone,"@aclater @emilyabrand As an elder millennial, I think I saw a movie or two on TV and never again"
9.49004E+17,2022-02-01 23:50:03+00:00, ,1.48866E+18,en,0,0,0,0,Twitter Web App,@AlboMP morrison dosnt know what a loaf of bread costs! do you? we elderly unemployed through no fault of ours are exspected to live on $40 a day! could you do that? what are you going to do for us?
223626456,2022-02-01 23:50:01+00:00, ,1.48866E+18,en,0,0,0,0,Hootsuite Inc.,"RT @TNDeptofHealth: Suicide can affect all people regardless of ethnicity, age or gender. However, suicide rates are highest among older adults. Check in on loved ones, take time to talk to them and dispose of out-of-date medications to #preventsuicide. https://t.co/yRgL5HBbpO"
9.99014E+17,2022-02-01 23:49:59+00:00, ,1.48866E+18,en,0,0,0,0,Big Trouble in Little Timaresh,Your hair collapses into warm tendrils of stinking elder gods.
1320609462,2022-02-01 23:49:56+00:00, ,1.48866E+18,en,2,0,1,2,Twitter Web App,"The Council's purpose is to prevent &amp; address abuse, neglect, exploitation &amp; fraud against older adults and adults with disabilities. Meetings are public and held quarterly, with the next meeting to be held April 28. https://t.co/qqHtp70H78"
267419502,2022-02-01 23:49:56+00:00, ,1.48866E+18,en,1,0,0,0,Twitter for iPhone,"This is a great opportunity for someone like Mike Tomlin, with his seniority &amp; success, could speak up and really make a difference in this conversation. https://t.co/Crhr4aD1R3"
